"ID","Typ","Nazwa","Element nadrzędny","Cena","Nazwa atrybutu 1","Wartości atrybutu 1","Nazwa atrybutu 2","Wartości atrybutu 2","Nazwa atrybutu 3","Wartości atrybutu 3","Nazwa atrybutu 4","Wartości atrybutu 4","Nazwa atrybutu 5","Wartości atrybutu 5","Nazwa atrybutu 6","Wartości atrybutu 6"
"","variation","Kalendarz z gumką","id:1006","3031.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Bez zawieszki","Ilość","90"
"","variation","Kalendarz z gumką","id:1006","3416","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Bez zawieszki","Ilość","100"
"","variation","Kalendarz z gumką","id:1006","4119.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Bez zawieszki","Ilość","120"
"","variation","Kalendarz z gumką","id:1006","5142","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Bez zawieszki","Ilość","150"
"","variation","Kalendarz z gumką","id:1006","5779.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Bez zawieszki","Ilość","170"
"","variation","Kalendarz z gumką","id:1006","6461.9","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Bez zawieszki","Ilość","200"
"","variation","Kalendarz z gumką","id:1006","966","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","20"
"","variation","Kalendarz z gumką","id:1006","1127.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","30"
"","variation","Kalendarz z gumką","id:1006","1537.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","40"
"","variation","Kalendarz z gumką","id:1006","1881","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","50"
"","variation","Kalendarz z gumką","id:1006","2224.8","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","60"
"","variation","Kalendarz z gumką","id:1006","2568.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","70"
"","variation","Kalendarz z gumką","id:1006","2912.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","80"
"","variation","Kalendarz z gumką","id:1006","3256.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","90"
"","variation","Kalendarz z gumką","id:1006","3666","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","100"
"","variation","Kalendarz z gumką","id:1006","4419.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","120"
"","variation","Kalendarz z gumką","id:1006","5517","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","150"
"","variation","Kalendarz z gumką","id:1006","6204.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","170"
"","variation","Kalendarz z gumką","id:1006","6961.9","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","200"
"","variation","Kalendarz z gumką","id:1006","966","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","20"
"","variation","Kalendarz z gumką","id:1006","1127.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","30"
"","variation","Kalendarz z gumką","id:1006","1537.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","40"
"","variation","Kalendarz z gumką","id:1006","1881","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","50"
"","variation","Kalendarz z gumką","id:1006","2224.8","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","60"
"","variation","Kalendarz z gumką","id:1006","2568.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","70"
"","variation","Kalendarz z gumką","id:1006","2912.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","80"
"","variation","Kalendarz z gumką","id:1006","3256.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","90"
"","variation","Kalendarz z gumką","id:1006","3666","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","100"
"","variation","Kalendarz z gumką","id:1006","4419.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","120"
"","variation","Kalendarz z gumką","id:1006","5517","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","150"
"","variation","Kalendarz z gumką","id:1006","6204.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","170"
"","variation","Kalendarz z gumką","id:1006","6961.9","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota 25 x 30 mm","Ilość","200"
"","variation","Kalendarz z gumką","id:1006","966","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","20"
"","variation","Kalendarz z gumką","id:1006","1127.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","30"
"","variation","Kalendarz z gumką","id:1006","1537.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","40"
"","variation","Kalendarz z gumką","id:1006","1881","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","50"
"","variation","Kalendarz z gumką","id:1006","2224.8","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","60"
"","variation","Kalendarz z gumką","id:1006","2568.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","70"
"","variation","Kalendarz z gumką","id:1006","2912.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","80"
"","variation","Kalendarz z gumką","id:1006","3256.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","90"
"","variation","Kalendarz z gumką","id:1006","3666","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","100"
"","variation","Kalendarz z gumką","id:1006","4419.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","120"
"","variation","Kalendarz z gumką","id:1006","5517","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","150"
"","variation","Kalendarz z gumką","id:1006","6204.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","170"
"","variation","Kalendarz z gumką","id:1006","6961.9","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka srebrna 15 x 50 mm","Ilość","200"
"","variation","Kalendarz z gumką","id:1006","966","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","20"
"","variation","Kalendarz z gumką","id:1006","1127.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","30"
"","variation","Kalendarz z gumką","id:1006","1537.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","40"
"","variation","Kalendarz z gumką","id:1006","1881","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","50"
"","variation","Kalendarz z gumką","id:1006","2224.8","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","60"
"","variation","Kalendarz z gumką","id:1006","2568.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","70"
"","variation","Kalendarz z gumką","id:1006","2912.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","80"
"","variation","Kalendarz z gumką","id:1006","3256.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","90"
"","variation","Kalendarz z gumką","id:1006","3666","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","100"
"","variation","Kalendarz z gumką","id:1006","4419.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","120"
"","variation","Kalendarz z gumką","id:1006","5517","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","150"
"","variation","Kalendarz z gumką","id:1006","6204.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","170"
"","variation","Kalendarz z gumką","id:1006","6961.9","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Grawerowanie laserem","Dodatki do kalendarzy","Zawieszka złota15 x 50 mm","Ilość","200"
"","variation","Kalendarz z gumką","id:1006","849.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","20"
"","variation","Kalendarz z gumką","id:1006","1174.5","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","30"
"","variation","Kalendarz z gumką","id:1006","1565.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","40"
"","variation","Kalendarz z gumką","id:1006","1890.3","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","50"
"","variation","Kalendarz z gumką","id:1006","2215.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","60"
"","variation","Kalendarz z gumką","id:1006","2540.1","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","70"
"","variation","Kalendarz z gumką","id:1006","2865","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","80"
"","variation","Kalendarz z gumką","id:1006","3189.9","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","90"
"","variation","Kalendarz z gumką","id:1006","3580.8","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","100"
"","variation","Kalendarz z gumką","id:1006","4296.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","120"
"","variation","Kalendarz z gumką","id:1006","5337.3","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","150"
"","variation","Kalendarz z gumką","id:1006","5987.1","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","170"
"","variation","Kalendarz z gumką","id:1006","6676.41","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Bez zawieszki","Ilość","200"
"","variation","Kalendarz z gumką","id:1006","899.6","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","20"
"","variation","Kalendarz z gumką","id:1006","1249.5","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","30"
"","variation","Kalendarz z gumką","id:1006","1665.4","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","40"
"","variation","Kalendarz z gumką","id:1006","2015.3","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","50"
"","variation","Kalendarz z gumką","id:1006","2365.2","Układ kalendarza","Dzienny","Okładka","Vivella piankowa","Kolory","wybrane kolory","Znakowanie produktu","Nadruk full color","Dodatki do kalendarzy","Zawieszka srebrna 25 x 30 mm","Ilość","60"
