"ID","Typ","Nazwa","Element nadrzędny","Cena","Nazwa atrybutu 1","Wartości atrybutu 1","Nazwa atrybutu 2","Wartości atrybutu 2","Nazwa atrybutu 3","Wartości atrybutu 3","Nazwa atrybutu 4","Wartości atrybutu 4","Nazwa atrybutu 5","Wartości atrybutu 5","Nazwa atrybutu 6","Wartości atrybutu 6"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","348","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","396","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","660","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","888","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1104","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1320","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","338.4","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","408","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","468","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","708","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","936","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1152","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1368","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","273.6","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","348","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","396","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","660","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","888","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1104","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1320","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","338.4","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","408","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","468","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","708","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","936","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1152","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1368","Format","90 x 50 mm","Papier","350g – kreda mat","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","273.6","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","348","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","396","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","660","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","888","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1104","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1320","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","338.4","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","408","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","468","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","708","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","936","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1152","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","1368","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","85 x 55 mm","Papier","Kreda mat 350g","Zadruk","4+4 (Obustronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","5000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","200"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","500"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","1000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","2000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","3000"
"","variation","WIzytówki lub Karty firmowe PREMIUM z lakierem wybiórczym UV i folią soft touch","id:1015","","Format","90 x 50 mm","Papier","Kreda mat 350g","Zadruk","4+0 (Jednostronny kolorowy)","Uszlachetnienie","Folia soft touch 1/1 + lakier UV wybiórczo 1/1 (dwustronnie)","Kształt narożników","Prostokątne","Ilość","4000"
